id,type,source,target
94962,\,72972,73084
94963,\,72977,73084
94964,\,73009,73084
94965,\,72994,73084
94966,\,73030,73084
94967,\,73037,73084
94968,\,73045,73084
94969,\,73053,73084
94970,\,6673,79113
94971,\,23942,79113
94972,\,52125,79113
94973,\,63598,79113
94974,\,78176,79113
94975,\,94451,79113
94976,\,38336,76566
94977,\,76742,76745
94978,\,76744,76745
94979,\,76799,76877
94980,\,77076,77053
94981,\,9720,78450
94982,\,11247,78450
94983,\,12671,78450
94984,\,30796,78450
94985,\,42481,78450
94986,\,78449,78450
94987,\,78450,78450
94988,\,78451,78450
94989,\,78452,78450
94990,\,84493,78450
94991,\,94510,78450
94992,\,78543,78542
94993,\,78544,78542
94994,\,78545,78542
94995,\,78546,78542
94996,\,78547,78542
94997,\,78551,78542
94998,\,78552,78542
94999,\,78553,78542
95000,\,78554,78542
95001,\,78555,78542
95002,\,78556,78542
95003,\,78558,78542
95004,\,78559,78542
95005,\,76668,76666
95006,\,76681,76666
95007,\,76668,76689
95008,\,79150,79166
95009,\,3321,82130
95010,\,79454,79453
95011,\,79456,79453
95012,\,79665,79744
95013,\,79777,79762
95014,\,5566,79828
95015,\,6717,79828
95016,\,12702,79828
95017,\,24001,79828
95018,\,32483,79828
95019,\,38390,79828
95020,\,48173,79828
95021,\,52193,79828
95022,\,56331,79828
95023,\,60639,79828
95024,\,63615,79828
95025,\,74933,79828
95026,\,78223,79828
95027,\,79232,79828
95028,\,84530,79828
95029,\,86158,79828
95030,\,94563,79828
95031,\,104561,79828
95032,\,110604,79828
95033,\,5566,79827
95034,\,6717,79827
95035,\,12702,79827
95036,\,30846,79827
95037,\,32483,79827
95038,\,38390,79827
95039,\,48173,79827
95040,\,52193,79827
95041,\,56331,79827
95042,\,60639,79827
95043,\,63615,79827
95044,\,74933,79827
95045,\,78223,79827
95046,\,79232,79827
95047,\,84530,79827
95048,\,86158,79827
95049,\,94563,79827
95050,\,104561,79827
95051,\,110604,79827
95052,\,79897,79896
95053,\,79898,79896
95054,\,80136,80163
95055,\,80137,80163
95056,\,80138,80163
95057,\,80139,80163
95058,\,80140,80163
95059,\,80141,80163
95060,\,80142,80163
95061,\,80143,80163
95062,\,80144,80163
95063,\,80145,80163
95064,\,80146,80163
95065,\,80147,80163
95066,\,80148,80163
95067,\,80149,80163
95068,\,80150,80163
95069,\,80151,80163
95070,\,80152,80163
95071,\,80153,80163
95072,\,80156,80163
95073,\,80157,80163
95074,\,80158,80163
95075,\,80159,80163
95076,\,80160,80163
95077,\,80161,80163
95078,\,80162,80163
95079,\,80164,80163
95080,\,80165,80163
95081,\,80166,80163
95082,\,80167,80163
95083,\,80168,80163
95084,\,80169,80163
95085,\,80170,80163
95086,\,80171,80163
95087,\,80172,80163
95088,\,80173,80163
95089,\,80174,80163
95090,\,80176,80163
95091,\,48635,79999
95092,\,99242,79999
95093,\,100845,79999
95094,\,108658,79999
95095,\,80014,79999
95096,\,145,80243
95097,\,11515,80243
95098,\,14844,80243
95099,\,14986,80243
95100,\,18004,80243
95101,\,18372,80243
95102,\,43787,80243
95103,\,52218,80243
95104,\,52219,80243
95105,\,50151,80243
95106,\,58727,80243
95107,\,62236,80243
95108,\,66941,80243
95109,\,79208,79209
95110,\,73480,80243
95111,\,80225,80243
95112,\,145,80242
95113,\,11515,80242
95114,\,14844,80242
95115,\,14986,80242
95116,\,18004,80242
95117,\,18372,80242
95118,\,52218,80242
95119,\,52219,80242
95120,\,50151,80242
95121,\,58727,80242
95122,\,62236,80242
95123,\,63227,80242
95124,\,66941,80242
95125,\,69422,80242
95126,\,73137,80242
95127,\,73480,80242
95128,\,80225,80242
95129,\,80314,80318
95130,\,80294,80288
95131,\,80295,80288
95132,\,80306,80288
95133,\,80307,80288
95134,\,80294,80486
95135,\,80295,80486
95136,\,80307,80486
95137,\,13425,82333
95138,\,112181,82333
95139,\,69396,82333
95140,\,80358,80357
95141,\,80359,80357
95142,\,80360,80357
95143,\,80361,80357
95144,\,15135,80579
95145,\,80567,80579
95146,\,80574,80579
95147,\,80761,80759
95148,\,81283,81882
95149,\,81286,81882
95150,\,81284,81882
95151,\,81283,81883
95152,\,81286,81883
95153,\,81284,81883
95154,\,81286,81877
95155,\,81284,81877
95156,\,81283,112044
95157,\,81286,112044
95158,\,81284,112044
95159,\,63235,82184
95160,\,5094,82432
95161,\,82420,82432
95162,\,82423,82432
95163,\,112049,112046
95164,\,86603,83039
95165,\,86619,86624
95166,\,86625,86624
95167,\,86626,86624
95168,\,86627,86624
95169,\,86656,86653
95170,\,74998,85787
95171,\,85874,86193
95172,\,86856,86860
95173,\,86857,86860
95174,\,86859,86860
95175,\,86861,86860
95176,\,86862,86860
95177,\,86863,86860
95178,\,86865,86860
95179,\,94708,86860
95180,\,110992,86860
95181,\,86881,86879
95182,\,82346,82336
95183,\,6807,82403
95184,\,9778,82403
95185,\,24083,82403
95186,\,29738,82403
95187,\,30922,82403
95188,\,32613,82403
95189,\,52270,82403
95190,\,82589,82593
95191,\,82590,82593
95192,\,82594,82593
95193,\,87276,87275
95194,\,87277,87275
95195,\,87281,87309
95196,\,87281,87397
95197,\,87281,87435
95198,\,87455,112054
95199,\,87455,87452
95200,\,50160,87487
95201,\,62597,87487
95202,\,6836,87719
95203,\,11300,87719
95204,\,12811,87719
95205,\,24126,87719
95206,\,30977,87719
95207,\,38547,87719
95208,\,30990,87719
95209,\,73137,80243
95210,\,78338,87719
95211,\,79118,87719
95212,\,79121,87719
95213,\,79120,87719
95214,\,79122,87719
95215,\,79123,87719
95216,\,81427,87719
95217,\,88071,87719
95218,\,6836,87718
95219,\,11300,87718
95220,\,12811,87718
95221,\,24126,87718
95222,\,30977,87718
95223,\,38547,87718
95224,\,13824,87718
95225,\,30990,87718
95226,\,66936,87718
95227,\,67299,87718
95228,\,78338,87718
95229,\,79118,87718
95230,\,79121,87718
95231,\,79120,87718
95232,\,79122,87718
95233,\,79123,87718
95234,\,81427,87718
95235,\,88071,87718
95236,\,87721,87720
95237,\,87739,87967
95238,\,79171,79170
95239,\,79171,79257
95240,\,79171,79312
95241,\,79427,79444
95242,\,79427,87717
95243,\,79427,88142
95244,\,79427,88141
95245,\,88190,88200
95246,\,88300,88299
95247,\,88218,88319
95248,\,88219,88319
95249,\,88220,88319
95250,\,88221,88319
95251,\,88229,88319
95252,\,88228,88319
95253,\,6883,88336
95254,\,24180,88336
95255,\,29742,88336
95256,\,34060,88336
95257,\,38578,88336
95258,\,52382,88336
95259,\,63647,88336
95260,\,73140,88336
95261,\,75034,88336
95262,\,78350,88336
95263,\,86219,88336
95264,\,97130,88336
95265,\,104662,88336
95266,\,88383,88380
95267,\,88378,88380
95268,\,88379,88380
95269,\,88552,88545
95270,\,88552,88612
95271,\,88721,88738
95272,\,88731,88738
95273,\,88733,88738
95274,\,88816,88817
95275,\,88816,88829
95276,\,88816,88844
95277,\,88928,88949
95278,\,88936,88949
95279,\,88941,88949
95280,\,88942,88949
95281,\,88943,88949
95282,\,88945,88949
95283,\,88947,88949
95284,\,88951,88949
95285,\,88956,88949
95286,\,88254,88310
95287,\,88255,88310
95288,\,88257,88310
95289,\,88353,88358
95290,\,88355,88358
95291,\,88359,88358
95292,\,88353,88377
95293,\,88354,88377
95294,\,88355,88377
95295,\,88359,88377
95296,\,88390,88393
95297,\,88391,88393
95298,\,88392,88393
95299,\,88448,88446
95300,\,88450,88446
95301,\,88799,88840
95302,\,88802,88840
95303,\,14701,88902
95304,\,38591,88470
95305,\,89302,89306
95306,\,89303,89306
95307,\,89304,89306
95308,\,89307,89306
95309,\,67299,87719
95310,\,89316,89315
95311,\,89369,89367
95312,\,89408,89407
95313,\,112065,89468
95314,\,112064,89468
95315,\,89409,89468
95316,\,89418,89468
95317,\,89686,89688
95318,\,89689,89688
95319,\,79093,89723
95320,\,89720,89723
95321,\,79093,89738
95322,\,89720,89738
95323,\,102404,89794
95324,\,89912,89902
95325,\,89921,89927
95326,\,89971,89975
95327,\,89972,89975
95328,\,89973,89975
95329,\,89974,89975
95330,\,89976,89975
95331,\,89981,89975
95332,\,89981,89977
95333,\,90041,90082
95334,\,90036,90082
95335,\,90037,90082
95336,\,90039,90082
95337,\,90040,90082
95338,\,90042,90082
95339,\,90043,90082
95340,\,90044,90082
95341,\,90046,90082
95342,\,90047,90082
95343,\,90048,90082
95344,\,90049,90082
95345,\,90045,90082
95346,\,90051,90082
95347,\,90050,90082
95348,\,90052,90082
95349,\,90053,90082
95350,\,90054,90082
95351,\,90055,90082
95352,\,90056,90082
95353,\,90057,90082
95354,\,90059,90082
95355,\,90060,90082
95356,\,90096,90082
95357,\,90097,90082
95358,\,90098,90082
95359,\,90099,90082
95360,\,90100,90082
95361,\,90063,90082
95362,\,90064,90082
95363,\,90065,90082
95364,\,90066,90082
95365,\,90067,90082
95366,\,90068,90082
95367,\,90069,90082
95368,\,90071,90082
95369,\,90072,90082
95370,\,90073,90082
95371,\,90074,90082
95372,\,90076,90082
95373,\,90077,90082
95374,\,90078,90082
95375,\,90079,90082
95376,\,90080,90082
95377,\,90081,90082
95378,\,90061,90082
95379,\,90062,90082
95380,\,90084,90082
95381,\,90083,90082
95382,\,90085,90082
95383,\,90086,90082
95384,\,90087,90082
95385,\,90088,90082
95386,\,90089,90082
95387,\,90090,90082
95388,\,90091,90082
95389,\,90092,90082
95390,\,90094,90082
95391,\,90095,90082
95392,\,90106,90082
95393,\,90101,90082
95394,\,90102,90082
95395,\,90103,90082
95396,\,90104,90082
95397,\,90105,90082
95398,\,90107,90082
95399,\,90108,90082
95400,\,90109,90082
95401,\,90110,90082
95402,\,90111,90082
95403,\,3408,90082
95404,\,15331,90082
95405,\,16952,90082
95406,\,18383,90082
95407,\,19677,90082
95408,\,61521,90082
95409,\,89314,89315
95410,\,99887,90082
95411,\,104717,90082
95412,\,52475,90082
95413,\,78399,90082
95414,\,104718,90082
95415,\,109173,90082
95416,\,90186,90185
95417,\,90312,90313
95418,\,91528,93887
95419,\,94175,94181
95420,\,94178,94181
95421,\,94179,94181
95422,\,94176,94181
95423,\,95329,95447
95424,\,95670,112062
95425,\,95671,112062
95426,\,95672,112062
95427,\,95674,112062
95428,\,95675,112062
95429,\,95676,112062
95430,\,95677,112062
95431,\,95678,112062
95432,\,95670,96426
95433,\,95671,96426
95434,\,95672,96426
95435,\,95674,96426
95436,\,95676,96426
95437,\,95677,96426
95438,\,95678,96426
95439,\,95670,96605
95440,\,95671,96605
95441,\,95672,96605
95442,\,95674,96605
95443,\,95675,96605
95444,\,95676,96605
95445,\,95677,96605
95446,\,95678,96605
95447,\,95670,96604
95448,\,95671,96604
95449,\,95672,96604
95450,\,95674,96604
95451,\,95675,96604
95452,\,95676,96604
95453,\,95677,96604
95454,\,96768,96769
95455,\,96770,96769
95456,\,96804,96801
95457,\,97062,97119
95458,\,97089,97119
95459,\,97063,97119
95460,\,97064,97119
95461,\,97091,97119
95462,\,97096,97119
95463,\,97914,89525
95464,\,89123,89129
95465,\,89125,89129
95466,\,89128,89129
95467,\,89130,89129
95468,\,89317,89322
95469,\,89318,89322
95470,\,89320,89322
95471,\,89319,89322
95472,\,89323,89322
95473,\,89310,89309
95474,\,89311,89309
95475,\,89312,89309
95476,\,89383,89382
95477,\,89384,89382
95478,\,89385,89382
95479,\,89386,89388
95480,\,89387,89388
95481,\,89491,89494
95482,\,89516,89536
95483,\,89517,89536
95484,\,89519,89536
95485,\,89707,89698
95486,\,89716,89729
95487,\,89717,89729
95488,\,89718,89729
95489,\,89863,89864
95490,\,89866,89864
95491,\,89867,89864
95492,\,89868,89864
95493,\,89869,89864
95494,\,89870,89864
95495,\,89871,89864
95496,\,89872,89864
95497,\,89873,89864
95498,\,89874,89864
95499,\,89892,89891
95500,\,89893,89891
95501,\,89894,89891
95502,\,89895,89891
95503,\,15304,89961
95504,\,12944,90492
95505,\,89992,89991
95506,\,90129,90132
95507,\,90130,90132
95508,\,90132,90132
95509,\,78400,90082
95510,\,90330,90324
95511,\,90488,90489
95512,\,112068,90489
95513,\,90555,112069
95514,\,90556,112069
95515,\,90555,90602
95516,\,90556,90602
95517,\,5622,90690
95518,\,90688,90690
95519,\,90689,90690
95520,\,91072,91071
95521,\,91074,91075
95522,\,91082,91086
95523,\,91083,91086
95524,\,91084,91086
95525,\,91087,91086
95526,\,91082,91195
95527,\,91083,91195
95528,\,91084,91195
95529,\,91087,91195
95530,\,91082,91215
95531,\,91083,91215
95532,\,91084,91215
95533,\,91087,91215
95534,\,91216,91220
95535,\,91217,91220
95536,\,91221,91220
95537,\,91216,91229
95538,\,91217,91229
95539,\,91219,91229
95540,\,91221,91229
95541,\,91229,91231
95542,\,91232,91231
95543,\,91234,91231
95544,\,91237,91231
95545,\,91356,91360
95546,\,91357,91360
95547,\,91358,91360
95548,\,91359,91360
95549,\,91361,91360
95550,\,91362,91376
95551,\,91363,91376
95552,\,91364,91376
95553,\,91365,91376
95554,\,91368,91376
95555,\,91370,91376
95556,\,91374,91376
95557,\,90577,90576
95558,\,52512,90724
95559,\,75109,90724
95560,\,85787,90763
95561,\,90762,90763
95562,\,90768,90763
95563,\,90771,90763
95564,\,90772,90763
95565,\,90777,90763
95566,\,90780,90763
95567,\,90783,90763
95568,\,90785,90763
95569,\,90791,90763
95570,\,26306,90808
95571,\,15411,90808
95572,\,90827,90808
95573,\,91008,91055
95574,\,91008,91056
95575,\,91316,91313
95576,\,91317,91313
95577,\,91318,91313
95578,\,91319,91313
95579,\,91322,91313
95580,\,91323,91313
95581,\,91316,90801
95582,\,91317,90801
95583,\,91318,90801
95584,\,91319,90801
95585,\,91322,90801
95586,\,91323,90801
95587,\,90911,90923
95588,\,90916,90923
95589,\,90921,90923
95590,\,90941,90923
95591,\,90942,90923
95592,\,90944,90923
95593,\,91309,91308
95594,\,91310,91308
95595,\,91377,91381
95596,\,91378,91381
95597,\,91377,91380
95598,\,91378,91380
95599,\,91399,91397
95600,\,91414,91417
95601,\,91470,91474
95602,\,91471,91474
95603,\,91472,91474
95604,\,91473,91474
95605,\,91475,91474
95606,\,91476,91474
95607,\,91478,91474
95608,\,91444,91449
95609,\,90321,90322
95610,\,91447,91449
95611,\,91448,91449
95612,\,91452,91449
95613,\,107022,91449
95614,\,91468,91469
95615,\,15459,91588
95616,\,16960,91588
95617,\,17368,91588
95618,\,26238,91588
95619,\,45931,91588
95620,\,107026,91588
95621,\,111005,91588
95622,\,2829,91601
95623,\,9866,91601
95624,\,15460,91601
95625,\,21596,91601
95626,\,22302,91601
95627,\,47326,91601
95628,\,47329,91601
95629,\,62266,91601
95630,\,63902,91601
95631,\,91604,91601
95632,\,91605,91601
95633,\,103481,91601
95634,\,111006,91601
95635,\,91598,91631
95636,\,34115,91631
95637,\,52560,91631
95638,\,103480,91631
95639,\,91650,91653
95640,\,91651,91653
95641,\,91652,91653
95642,\,91718,91722
95643,\,91717,91722
95644,\,91716,91722
95645,\,91846,91790
95646,\,91851,91790
95647,\,91797,91792
95648,\,24336,91869
95649,\,91871,91869
95650,\,24336,91868
95651,\,91871,91868
95652,\,91765,91754
95653,\,91764,91754
95654,\,91762,91754
95655,\,91758,91754
95656,\,91774,91770
95657,\,91860,91859
95658,\,100964,91859
95659,\,34124,91950
95660,\,91936,91950
95661,\,91937,91950
95662,\,91938,91950
95663,\,91939,91950
95664,\,91940,91950
95665,\,91941,91950
95666,\,91943,91950
95667,\,91944,91950
95668,\,91945,91950
95669,\,91948,91950
95670,\,91951,91950
95671,\,92009,92032
95672,\,92045,92047
95673,\,92044,92047
95674,\,92042,91851
95675,\,92045,91851
95676,\,92044,91851
95677,\,92074,92080
95678,\,52599,92159
95679,\,92156,92159
95680,\,92157,92159
95681,\,92158,92159
95682,\,2045,92183
95683,\,2310,92183
95684,\,7006,92183
95685,\,8394,92183
95686,\,8892,92183
95687,\,9384,92183
95688,\,9547,92183
95689,\,9662,92183
95690,\,9887,92183
95691,\,10248,92183
95692,\,10711,92183
95693,\,11764,92183
95694,\,12061,92183
95695,\,13072,92183
95696,\,16965,92183
95697,\,68124,92183
95698,\,23818,92183
95699,\,24356,92183
95700,\,2045,92295
95701,\,2310,92295
95702,\,7006,92295
95703,\,8394,92295
95704,\,8892,92295
95705,\,9384,92295
95706,\,9547,92295
95707,\,9662,92295
95708,\,9887,92295
95709,\,91446,91449
95710,\,11764,92295
95711,\,12061,92295
95712,\,13072,92295
95713,\,16965,92295
95714,\,68124,92295
95715,\,23818,92295
95716,\,24356,92295
95717,\,2045,92308
95718,\,7006,92308
95719,\,8394,92308
95720,\,8892,92308
95721,\,9384,92308
95722,\,9547,92308
95723,\,9662,92308
95724,\,9721,92308
95725,\,9887,92308
95726,\,10248,92308
95727,\,10711,92308
95728,\,11764,92308
95729,\,12061,92308
95730,\,13072,92308
95731,\,16965,92308
95732,\,68124,92308
95733,\,23818,92308
95734,\,24356,92308
95735,\,22085,92498
95736,\,92546,92555
95737,\,92615,92625
95738,\,92616,92625
95739,\,92617,92625
95740,\,92618,92625
95741,\,92619,92625
95742,\,92623,92625
95743,\,81610,92645
95744,\,92773,92645
95745,\,92714,92713
95746,\,92716,92713
95747,\,44945,92768
95748,\,99299,92768
95749,\,44945,92937
95750,\,99299,92937
95751,\,93278,93283
95752,\,93279,93283
95753,\,93280,93283
95754,\,93279,93282
95755,\,93280,93282
95756,\,93278,92068
95757,\,93279,92068
95758,\,93280,92068
95759,\,93278,92074
95760,\,93279,92074
95761,\,93280,92074
95762,\,7014,92205
95763,\,7015,92205
95764,\,7016,92205
95765,\,13079,92205
95766,\,24360,92205
95767,\,75155,92205
95768,\,78524,92205
95769,\,78525,92205
95770,\,82897,92205
95771,\,86265,92205
95772,\,92201,92205
95773,\,92202,92205
95774,\,92203,92205
95775,\,92207,92205
95776,\,92208,92205
95777,\,92209,92205
95778,\,92211,92205
95779,\,92556,92205
95780,\,97280,92205
95781,\,92122,92120
95782,\,92123,92120
95783,\,92126,92120
95784,\,92319,92678
95785,\,92318,92678
95786,\,92774,92779
95787,\,92775,92779
95788,\,92776,92779
95789,\,92777,92779
95790,\,92780,92779
95791,\,92781,92779
95792,\,93306,92785
95793,\,92817,92816
95794,\,92820,92818
95795,\,92809,92813
95796,\,92810,92813
95797,\,92811,92813
95798,\,92812,92813
95799,\,112073,92813
95800,\,92814,92813
95801,\,92815,92813
95802,\,92816,92813
95803,\,92818,92813
95804,\,92819,92813
95805,\,92820,92813
95806,\,92821,92813
95807,\,107042,92917
95808,\,7036,92835
95809,\,10711,92295
95810,\,9900,92835
95811,\,9901,92835
95812,\,9902,92835
95813,\,15658,92835
95814,\,15659,92835
95815,\,16970,92835
95816,\,24380,92835
95817,\,25905,92835
95818,\,34962,92835
95819,\,28476,92835
95820,\,38902,92835
95821,\,40976,92835
95822,\,48672,92835
95823,\,92956,92969
95824,\,92960,92969
95825,\,92961,92969
95826,\,92964,92969
95827,\,93089,93100
95828,\,93090,93100
95829,\,93091,93100
95830,\,93092,93100
95831,\,93093,93100
95832,\,93094,93100
95833,\,93095,93100
95834,\,93096,93100
95835,\,93097,93100
95836,\,93099,93100
95837,\,93102,93100
95838,\,93103,93100
95839,\,93085,93105
95840,\,93086,93105
95841,\,93087,93105
95842,\,93100,93105
95843,\,92989,92998
95844,\,92989,93009
95845,\,93143,93153
95846,\,93145,93153
95847,\,5638,93167
95848,\,7057,93167
95849,\,8396,93167
95850,\,8906,93167
95851,\,9104,93167
95852,\,9722,93167
95853,\,9917,93167
95854,\,24398,93167
95855,\,31096,93167
95856,\,34153,93167
95857,\,36072,93167
95858,\,38950,93167
95859,\,48674,93167
95860,\,52677,93167
95861,\,63705,93167
95862,\,75180,93167
95863,\,75637,93167
95864,\,75805,93167
95865,\,78595,93167
95866,\,83933,93167
95867,\,95121,93167
95868,\,97326,93167
95869,\,93265,93267
95870,\,93266,93267
95871,\,93270,93267
95872,\,92576,92588
95873,\,92581,92588
95874,\,92582,92588
95875,\,92584,92588
95876,\,92585,92588
95877,\,13899,93251
95878,\,15804,93251
95879,\,22416,93251
95880,\,24405,93251
95881,\,28056,93251
95882,\,29897,93251
95883,\,34964,93251
95884,\,38958,93251
95885,\,42915,93251
95886,\,63249,93251
95887,\,63707,93251
95888,\,69357,93251
95889,\,78603,93251
95890,\,86397,93251
95891,\,87616,93251
95892,\,93247,93251
95893,\,93248,93251
95894,\,93249,93251
95895,\,93335,93334
95896,\,94175,94176
95897,\,94175,94206
95898,\,94175,94265
95899,\,94636,94642
95900,\,94637,94642
95901,\,94638,94642
95902,\,94639,94642
95903,\,94640,94642
95904,\,94641,94642
95905,\,94643,94642
95906,\,86285,94938
95907,\,15151,94894
95908,\,96776,96775
95909,\,9899,92835
95910,\,97426,97425
95911,\,97434,97428
95912,\,9933,97497
95913,\,39049,97497
95914,\,97498,97497
95915,\,97499,97497
95916,\,97500,97497
95917,\,97501,97497
95918,\,97503,97497
95919,\,97504,97497
95920,\,97505,97497
95921,\,97506,97497
95922,\,15998,97569
95923,\,97394,97388
95924,\,18649,97464
95925,\,97462,97464
95926,\,97463,97464
95927,\,97465,97464
95928,\,97466,97464
95929,\,97467,97464
95930,\,97468,97464
95931,\,97469,97464
95932,\,97471,97464
95933,\,97561,97563
95934,\,39059,97589
95935,\,97590,97589
95936,\,98155,97589
95937,\,97683,97681
95938,\,97751,97763
95939,\,97750,97763
